 0.092000,-0.039094
 0.094000,-0.037521
 0.096000,-0.035306
 0.098000,-0.046026
 0.100000,-0.052959
 0.102000,-0.038165
 0.104000,-0.043525
 0.106000,-0.047313
 0.108000,0.156732
 0.110000,0.088622
 0.112000,-0.143796
 0.114000,-0.189180
 0.116000,0.163308
 0.118000,0.157090
 0.120000,-0.178459
 0.122000,0.184463
 0.124000,0.066538
 0.126000,0.141581
 0.128000,-0.101201
 0.130000,0.151658
 0.132000,0.014508
 0.134000,0.033019
 0.136000,-0.073185
 0.138000,0.057033
 0.140000,-0.023370
 0.142000,0.033734
 0.144000,0.003859
 0.146000,0.002216
 0.148000,-0.078116
 0.150000,-0.050457
 0.152000,0.071255
 0.154000,0.014794
 0.156000,0.116066
 0.158000,0.033734
 0.160000,0.039737
 0.162000,0.005360
 0.164000,-0.006933
 0.166000,0.013651
 0.168000,-0.019868
 0.170000,-0.041738
 0.172000,0.023656
 0.174000,-0.052601
 0.176000,0.033376
 0.178000,-0.060177
 0.180000,-0.104631
 0.182000,0.033162
 0.184000,0.074543
 0.186000,0.037593
 0.188000,0.057176
 0.190000,-0.020726
 0.192000,-0.024871
 0.194000,0.021798
 0.196000,0.050172
 0.198000,0.014222
 0.200000,0.015509

 0.000100,0.000000
 0.002000,0.000000
 0.004000,0.000000
 0.006000,0.000000
 0.008000,0.000000
 0.010000,0.000000
 0.012000,0.000000
 0.014000,0.000000
 0.016000,0.002222
 0.018000,0.000000
 0.020000,0.000000
 0.022000,0.000000
 0.024000,-0.002222
 0.026000,0.000000
 0.028000,0.004444
 0.030000,-0.006667
 0.032000,-0.004444
 0.034000,0.997778
 0.036000,0.997778
 0.038000,0.995556
 0.040000,0.995556
 0.042000,0.995556
 0.044000,0.995556
 0.046000,0.993333
 0.048000,0.993333
 0.050000,0.988889
 0.052000,0.986667
 0.054000,0.986667
 0.056000,0.980000
 0.058000,0.964444
 0.060000,0.953333
 0.062000,0.948889
 0.064000,0.937778
 0.066000,0.928889
 0.068000,0.922222
 0.070000,0.920000
 0.072000,0.917778
 0.074000,0.911111
 0.076000,0.897778
 0.078000,0.888889
 0.080000,0.884444
 0.082000,0.866667
 0.084000,0.857778
 0.086000,0.846667
 0.088000,0.831111
 0.090000,0.811111
 0.092000,0.788889
 0.094000,0.788889
 0.096000,0.764444
 0.098000,0.755556
 0.100000,0.740000
 0.102000,0.726667
 0.104000,0.711111
 0.106000,-0.675556
 0.108000,0.646667
 0.110000,0.602222
 0.112000,0.533333
 0.114000,-0.506667
